image_name,source_url,category,file_path
"N137, Rt TAIS, F, 14 Yrs.jpg",Local File,spine,"dataset/spine/N137, Rt TAIS, F, 14 Yrs.jpg"
"N22,S,12,M_1_0.jpg",Local File,spine,"dataset/spine/N22,S,12,M_1_0.jpg"
"N37,S,12,M_1_0.jpg",Local File,spine,"dataset/spine/N37,S,12,M_1_0.jpg"
"N43,N,F,24_1_0.jpg",Local File,spine,"dataset/spine/N43,N,F,24_1_0.jpg"
"N138, Rt TAIS, F, 15 Yrs.jpg",Local File,spine,"dataset/spine/N138, Rt TAIS, F, 15 Yrs.jpg"
"N52, Rt TAIS, F, 11 Yrs.jpg",Local File,spine,"dataset/spine/N52, Rt TAIS, F, 11 Yrs.jpg"
"N46,N,M,22_1_0.jpg",Local File,spine,"dataset/spine/N46,N,M,22_1_0.jpg"
"N45, Rt T and Lt L AIS, F, 13 yrs.jpg",Local File,spine,"dataset/spine/N45, Rt T and Lt L AIS, F, 13 yrs.jpg"
"N71, Lt TL AIS, F, 16 Yrs.jpg",Local File,spine,"dataset/spine/N71, Lt TL AIS, F, 16 Yrs.jpg"
"N17,N,M,19_1_0.jpg",Local File,spine,"dataset/spine/N17,N,M,19_1_0.jpg"
"N144, Rt T and LT L AIS, M, 15 Yrs.jpg",Local File,spine,"dataset/spine/N144, Rt T and LT L AIS, M, 15 Yrs.jpg"
"N56,N,22,F_1_0.jpg",Local File,spine,"dataset/spine/N56,N,22,F_1_0.jpg"
"N4,S,16,F_1_0.jpg",Local File,spine,"dataset/spine/N4,S,16,F_1_0.jpg"
"N48, Rt TAIS, F, 14 Yrs.jpg",Local File,spine,"dataset/spine/N48, Rt TAIS, F, 14 Yrs.jpg"
"N104, Lt TL AIS, F, 20 Yrs.jpg",Local File,spine,"dataset/spine/N104, Lt TL AIS, F, 20 Yrs.jpg"
"N1, Rt TAIS, F, 15 yrs.jpg",Local File,spine,"dataset/spine/N1, Rt TAIS, F, 15 yrs.jpg"
"N107, Rt TAIS, F, 13 Yrs.jpg",Local File,spine,"dataset/spine/N107, Rt TAIS, F, 13 Yrs.jpg"
"N78, Rt TAIS, F, 12 Yrs.jpg",Local File,spine,"dataset/spine/N78, Rt TAIS, F, 12 Yrs.jpg"
"N30,N,M,6_1_0.jpg",Local File,spine,"dataset/spine/N30,N,M,6_1_0.jpg"
"N39,N,M,5_1_2.jpg",Local File,spine,"dataset/spine/N39,N,M,5_1_2.jpg"
"N133, Rt TAIS, F, 14 Yrs.jpg",Local File,spine,"dataset/spine/N133, Rt TAIS, F, 14 Yrs.jpg"
"N14, Rt TAIS, F, 14 yrs.jpg",Local File,spine,"dataset/spine/N14, Rt TAIS, F, 14 yrs.jpg"
"N4, Rt TAIS, F, 12 yrs.jpg",Local File,spine,"dataset/spine/N4, Rt TAIS, F, 12 yrs.jpg"
"N66, Rt TAIS, M, 12 Yrs.jpg",Local File,spine,"dataset/spine/N66, Rt TAIS, M, 12 Yrs.jpg"
"N102, Rt TAIS, F, 14 Yrs.jpg",Local File,spine,"dataset/spine/N102, Rt TAIS, F, 14 Yrs.jpg"
"N38, Rt TAIS, F, 12 yrs.jpg",Local File,spine,"dataset/spine/N38, Rt TAIS, F, 12 yrs.jpg"
"N136, Rt TAIS, F, 13 Yrs.jpg",Local File,spine,"dataset/spine/N136, Rt TAIS, F, 13 Yrs.jpg"
"N56, Rt LAIS, M, 16 Yrs.jpg",Local File,spine,"dataset/spine/N56, Rt LAIS, M, 16 Yrs.jpg"
IM-0031-0001.jpeg,Local File,chest,dataset/chest/IM-0031-0001.jpeg
IM-0025-0001.jpeg,Local File,chest,dataset/chest/IM-0025-0001.jpeg
NORMAL2-IM-0272-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0272-0001.jpeg
NORMAL2-IM-0102-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0102-0001.jpeg
NORMAL2-IM-0229-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0229-0001.jpeg
NORMAL2-IM-0315-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0315-0001.jpeg
NORMAL2-IM-0123-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0123-0001.jpeg
NORMAL2-IM-0301-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0301-0001.jpeg
NORMAL2-IM-0246-0001-0002.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0246-0001-0002.jpeg
IM-0010-0001.jpeg,Local File,chest,dataset/chest/IM-0010-0001.jpeg
IM-0046-0001.jpeg,Local File,chest,dataset/chest/IM-0046-0001.jpeg
NORMAL2-IM-0357-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0357-0001.jpeg
NORMAL2-IM-0027-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0027-0001.jpeg
NORMAL2-IM-0033-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0033-0001.jpeg
NORMAL2-IM-0343-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0343-0001.jpeg
IM-0028-0001.jpeg,Local File,chest,dataset/chest/IM-0028-0001.jpeg
NORMAL2-IM-0339-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0339-0001.jpeg
NORMAL2-IM-0173-0001-0002.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0173-0001-0002.jpeg
NORMAL2-IM-0012-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0012-0001.jpeg
NORMAL2-IM-0362-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0362-0001.jpeg
IM-0009-0001.jpeg,Local File,chest,dataset/chest/IM-0009-0001.jpeg
NORMAL2-IM-0297-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0297-0001.jpeg
IM-0073-0001.jpeg,Local File,chest,dataset/chest/IM-0073-0001.jpeg
IM-0067-0001.jpeg,Local File,chest,dataset/chest/IM-0067-0001.jpeg
NORMAL2-IM-0283-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0283-0001.jpeg
NORMAL2-IM-0376-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0376-0001.jpeg
NORMAL2-IM-0313-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0313-0001.jpeg
NORMAL2-IM-0019-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0019-0001.jpeg
NORMAL2-IM-0369-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0369-0001.jpeg
NORMAL2-IM-0196-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0196-0001.jpeg
IM-0016-0001.jpeg,Local File,chest,dataset/chest/IM-0016-0001.jpeg
NORMAL2-IM-0288-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0288-0001.jpeg
NORMAL2-IM-0241-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0241-0001.jpeg
IM-0011-0001-0001.jpeg,Local File,chest,dataset/chest/IM-0011-0001-0001.jpeg
NORMAL2-IM-0131-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0131-0001.jpeg
NORMAL2-IM-0307-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0307-0001.jpeg
IM-0037-0001.jpeg,Local File,chest,dataset/chest/IM-0037-0001.jpeg
NORMAL2-IM-0326-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0326-0001.jpeg
NORMAL2-IM-0110-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0110-0001.jpeg
IM-0084-0001.jpeg,Local File,chest,dataset/chest/IM-0084-0001.jpeg
IM-0059-0001.jpeg,Local File,chest,dataset/chest/IM-0059-0001.jpeg
NORMAL2-IM-0332-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0332-0001.jpeg
NORMAL2-IM-0274-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0274-0001.jpeg
IM-0023-0001.jpeg,Local File,chest,dataset/chest/IM-0023-0001.jpeg
NORMAL2-IM-0348-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0348-0001.jpeg
NORMAL2-IM-0381-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0381-0001.jpeg
IM-0075-0001.jpeg,Local File,chest,dataset/chest/IM-0075-0001.jpeg
NORMAL2-IM-0364-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0364-0001.jpeg
NORMAL2-IM-0222-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0222-0001.jpeg
NORMAL2-IM-0370-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0370-0001.jpeg
NORMAL2-IM-0146-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0146-0001.jpeg
IM-0061-0001.jpeg,Local File,chest,dataset/chest/IM-0061-0001.jpeg
NORMAL2-IM-0285-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0285-0001.jpeg
NORMAL2-IM-0217-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0217-0001.jpeg
NORMAL2-IM-0351-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0351-0001.jpeg
IM-0089-0001.jpeg,Local File,chest,dataset/chest/IM-0089-0001.jpeg
NORMAL2-IM-0092-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0092-0001.jpeg
NORMAL2-IM-0279-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0279-0001.jpeg
NORMAL2-IM-0086-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0086-0001.jpeg
NORMAL2-IM-0345-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0345-0001.jpeg
NORMAL2-IM-0035-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0035-0001.jpeg
IM-0097-0001.jpeg,Local File,chest,dataset/chest/IM-0097-0001.jpeg
NORMAL2-IM-0335-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0335-0001.jpeg
NORMAL2-IM-0045-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0045-0001.jpeg
NORMAL2-IM-0273-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0273-0001.jpeg
NORMAL2-IM-0267-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0267-0001.jpeg
NORMAL2-IM-0051-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0051-0001.jpeg
NORMAL2-IM-0098-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0098-0001.jpeg
NORMAL2-IM-0321-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0321-0001.jpeg
NORMAL2-IM-0117-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0117-0001.jpeg
IM-0083-0001.jpeg,Local File,chest,dataset/chest/IM-0083-0001.jpeg
IM-0030-0001.jpeg,Local File,chest,dataset/chest/IM-0030-0001.jpeg
NORMAL2-IM-0246-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0246-0001.jpeg
NORMAL2-IM-0300-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0300-0001.jpeg
IM-0011-0001.jpeg,Local File,chest,dataset/chest/IM-0011-0001.jpeg
IM-0005-0001.jpeg,Local File,chest,dataset/chest/IM-0005-0001.jpeg
NORMAL2-IM-0252-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0252-0001.jpeg
IM-0029-0001.jpeg,Local File,chest,dataset/chest/IM-0029-0001.jpeg
NORMAL2-IM-0081-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0081-0001.jpeg
NORMAL2-IM-0338-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0338-0001.jpeg
IM-0101-0001.jpeg,Local File,chest,dataset/chest/IM-0101-0001.jpeg
NORMAL2-IM-0095-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0095-0001.jpeg
NORMAL2-IM-0210-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0210-0001.jpeg
NORMAL2-IM-0282-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0282-0001.jpeg
NORMAL2-IM-0007-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0007-0001.jpeg
NORMAL2-IM-0141-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0141-0001.jpeg
NORMAL2-IM-0013-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0013-0001.jpeg
NORMAL2-IM-0319-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0319-0001.jpeg
IM-0017-0001.jpeg,Local File,chest,dataset/chest/IM-0017-0001.jpeg
NORMAL2-IM-0130-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0130-0001.jpeg
NORMAL2-IM-0289-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0289-0001.jpeg
IM-0079-0001.jpeg,Local File,chest,dataset/chest/IM-0079-0001.jpeg
NORMAL2-IM-0312-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0312-0001.jpeg
IM-0003-0001.jpeg,Local File,chest,dataset/chest/IM-0003-0001.jpeg
NORMAL2-IM-0368-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0368-0001.jpeg
IM-0033-0001-0002.jpeg,Local File,chest,dataset/chest/IM-0033-0001-0002.jpeg
IM-0091-0001.jpeg,Local File,chest,dataset/chest/IM-0091-0001.jpeg
NORMAL2-IM-0275-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0275-0001.jpeg
NORMAL2-IM-0374-0001-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0374-0001-0001.jpeg
NORMAL2-IM-0105-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0105-0001.jpeg
NORMAL2-IM-0333-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0333-0001.jpeg
IM-0022-0001.jpeg,Local File,chest,dataset/chest/IM-0022-0001.jpeg
NORMAL2-IM-0349-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0349-0001.jpeg
NORMAL2-IM-0380-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0380-0001.jpeg
IM-0036-0001.jpeg,Local File,chest,dataset/chest/IM-0036-0001.jpeg
NORMAL2-IM-0327-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0327-0001.jpeg
NORMAL2-IM-0111-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0111-0001.jpeg
IM-0085-0001.jpeg,Local File,chest,dataset/chest/IM-0085-0001.jpeg
NORMAL2-IM-0237-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0237-0001.jpeg
NORMAL2-IM-0129-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0129-0001.jpeg
NORMAL2-IM-0259-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0259-0001.jpeg
NORMAL2-IM-0290-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0290-0001.jpeg
NORMAL2-IM-0278-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0278-0001.jpeg
NORMAL2-IM-0350-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0350-0001.jpeg
IM-0041-0001.jpeg,Local File,chest,dataset/chest/IM-0041-0001.jpeg
IM-0107-0001.jpeg,Local File,chest,dataset/chest/IM-0107-0001.jpeg
IM-0006-0001.jpeg,Local File,chest,dataset/chest/IM-0006-0001.jpeg
NORMAL2-IM-0251-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0251-0001.jpeg
NORMAL2-IM-0317-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0317-0001.jpeg
NORMAL2-IM-0135-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0135-0001.jpeg
NORMAL2-IM-0303-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0303-0001.jpeg
NORMAL2-IM-0073-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0073-0001.jpeg
IM-0049-0001.jpeg,Local File,chest,dataset/chest/IM-0049-0001.jpeg
NORMAL2-IM-0322-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0322-0001.jpeg
NORMAL2-IM-0052-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0052-0001.jpeg
IM-0033-0001.jpeg,Local File,chest,dataset/chest/IM-0033-0001.jpeg
NORMAL2-IM-0028-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0028-0001.jpeg
IM-0027-0001.jpeg,Local File,chest,dataset/chest/IM-0027-0001.jpeg
NORMAL2-IM-0336-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0336-0001.jpeg
NORMAL2-IM-0360-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0360-0001.jpeg
IM-0071-0001.jpeg,Local File,chest,dataset/chest/IM-0071-0001.jpeg
NORMAL2-IM-0281-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0281-0001.jpeg
IM-0065-0001.jpeg,Local File,chest,dataset/chest/IM-0065-0001.jpeg
NORMAL2-IM-0374-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0374-0001.jpeg
NORMAL2-IM-0232-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0232-0001.jpeg
NORMAL2-IM-0096-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0096-0001.jpeg
IM-0033-0001-0001.jpeg,Local File,chest,dataset/chest/IM-0033-0001-0001.jpeg
NORMAL2-IM-0374-0001-0002.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0374-0001-0002.jpeg
IM-0102-0001.jpeg,Local File,chest,dataset/chest/IM-0102-0001.jpeg
NORMAL2-IM-0213-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0213-0001.jpeg
NORMAL2-IM-0207-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0207-0001.jpeg
NORMAL2-IM-0341-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0341-0001.jpeg
IM-0050-0001.jpeg,Local File,chest,dataset/chest/IM-0050-0001.jpeg
IM-0099-0001.jpeg,Local File,chest,dataset/chest/IM-0099-0001.jpeg
IM-0035-0001.jpeg,Local File,chest,dataset/chest/IM-0035-0001.jpeg
IM-0086-0001.jpeg,Local File,chest,dataset/chest/IM-0086-0001.jpeg
IM-0109-0001.jpeg,Local File,chest,dataset/chest/IM-0109-0001.jpeg
NORMAL2-IM-0112-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0112-0001.jpeg
NORMAL2-IM-0330-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0330-0001.jpeg
NORMAL2-IM-0276-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0276-0001.jpeg
IM-0021-0001.jpeg,Local File,chest,dataset/chest/IM-0021-0001.jpeg
NORMAL2-IM-0311-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0311-0001.jpeg
NORMAL2-IM-0305-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0305-0001.jpeg
NORMAL2-IM-0023-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0023-0001.jpeg
NORMAL2-IM-0353-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0353-0001.jpeg
NORMAL2-IM-0329-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0329-0001.jpeg
NORMAL2-IM-0059-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0059-0001.jpeg
IM-0110-0001.jpeg,Local File,chest,dataset/chest/IM-0110-0001.jpeg
NORMAL2-IM-0347-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0347-0001.jpeg
NORMAL2-IM-0171-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0171-0001.jpeg
NORMAL2-IM-0201-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0201-0001.jpeg
IM-0077-0001.jpeg,Local File,chest,dataset/chest/IM-0077-0001.jpeg
NORMAL2-IM-0150-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0150-0001.jpeg
NORMAL2-IM-0199-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0199-0001.jpeg
NORMAL2-IM-0366-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0366-0001.jpeg
NORMAL2-IM-0372-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0372-0001.jpeg
IM-0019-0001.jpeg,Local File,chest,dataset/chest/IM-0019-0001.jpeg
NORMAL2-IM-0287-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0287-0001.jpeg
IM-0063-0001.jpeg,Local File,chest,dataset/chest/IM-0063-0001.jpeg
IM-0069-0001.jpeg,Local File,chest,dataset/chest/IM-0069-0001.jpeg
NORMAL2-IM-0072-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0072-0001.jpeg
NORMAL2-IM-0302-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0302-0001.jpeg
IM-0013-0001.jpeg,Local File,chest,dataset/chest/IM-0013-0001.jpeg
NORMAL2-IM-0378-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0378-0001.jpeg
IM-0007-0001.jpeg,Local File,chest,dataset/chest/IM-0007-0001.jpeg
NORMAL2-IM-0316-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0316-0001.jpeg
NORMAL2-IM-0120-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0120-0001.jpeg
NORMAL2-IM-0066-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0066-0001.jpeg
NORMAL2-IM-0337-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0337-0001.jpeg
NORMAL2-IM-0271-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0271-0001.jpeg
IM-0095-0001.jpeg,Local File,chest,dataset/chest/IM-0095-0001.jpeg
IM-0081-0001.jpeg,Local File,chest,dataset/chest/IM-0081-0001.jpeg
NORMAL2-IM-0323-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0323-0001.jpeg
NORMAL2-IM-0359-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0359-0001.jpeg
NORMAL2-IM-0029-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0029-0001.jpeg
NORMAL2-IM-0139-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0139-0001.jpeg
NORMAL2-IM-0249-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0249-0001.jpeg
NORMAL2-IM-0280-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0280-0001.jpeg
NORMAL2-IM-0233-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0233-0001.jpeg
NORMAL2-IM-0361-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0361-0001.jpeg
IM-0011-0001-0002.jpeg,Local File,chest,dataset/chest/IM-0011-0001-0002.jpeg
IM-0070-0001.jpeg,Local File,chest,dataset/chest/IM-0070-0001.jpeg
NORMAL2-IM-0294-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0294-0001.jpeg
NORMAL2-IM-0340-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0340-0001.jpeg
NORMAL2-IM-0206-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0206-0001.jpeg
NORMAL2-IM-0030-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0030-0001.jpeg
IM-0103-0001.jpeg,Local File,chest,dataset/chest/IM-0103-0001.jpeg
IM-0045-0001.jpeg,Local File,chest,dataset/chest/IM-0045-0001.jpeg
NORMAL2-IM-0354-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0354-0001.jpeg
NORMAL2-IM-0041-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0041-0001.jpeg
NORMAL2-IM-0277-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0277-0001.jpeg
NORMAL2-IM-0107-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0107-0001.jpeg
NORMAL2-IM-0331-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0331-0001.jpeg
IM-0093-0001.jpeg,Local File,chest,dataset/chest/IM-0093-0001.jpeg
NORMAL2-IM-0219-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0219-0001.jpeg
IM-0087-0001.jpeg,Local File,chest,dataset/chest/IM-0087-0001.jpeg
NORMAL2-IM-0173-0001-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0173-0001-0001.jpeg
NORMAL2-IM-0325-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0325-0001.jpeg
IM-0015-0001.jpeg,Local File,chest,dataset/chest/IM-0015-0001.jpeg
NORMAL2-IM-0238-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0238-0001.jpeg
NORMAL2-IM-0132-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0132-0001.jpeg
NORMAL2-IM-0304-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0304-0001.jpeg
NORMAL2-IM-0256-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0256-0001.jpeg
NORMAL2-IM-0060-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0060-0001.jpeg
NORMAL2-IM-0310-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0310-0001.jpeg
NORMAL2-IM-0195-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0195-0001.jpeg
IM-0001-0001.jpeg,Local File,chest,dataset/chest/IM-0001-0001.jpeg
IM-0111-0001.jpeg,Local File,chest,dataset/chest/IM-0111-0001.jpeg
NORMAL2-IM-0346-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0346-0001.jpeg
NORMAL2-IM-0352-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0352-0001.jpeg
IM-0039-0001.jpeg,Local File,chest,dataset/chest/IM-0039-0001.jpeg
NORMAL2-IM-0058-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0058-0001.jpeg
NORMAL2-IM-0328-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0328-0001.jpeg
IM-0043-0001.jpeg,Local File,chest,dataset/chest/IM-0043-0001.jpeg
IM-0105-0001.jpeg,Local File,chest,dataset/chest/IM-0105-0001.jpeg
NORMAL2-IM-0373-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0373-0001.jpeg
NORMAL2-IM-0145-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0145-0001.jpeg
NORMAL2-IM-0286-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0286-0001.jpeg
NORMAL2-IM-0079-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0079-0001.jpeg
NORMAL2-IM-0309-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0309-0001.jpeg
NORMAL2-IM-0246-0001-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0246-0001-0001.jpeg
NORMAL2-IM-0292-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0292-0001.jpeg
NORMAL2-IM-0221-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0221-0001.jpeg
NORMAL2-IM-0198-0001.jpeg,Local File,chest,dataset/chest/NORMAL2-IM-0198-0001.jpeg
mildDem136.jpg,Local File,brain,dataset/brain/mildDem136.jpg
